1.006391334533691406e+01 0.000000000000000000e+00 6.802646167946567175e+02 2.193826858346070026e+02 1.966837148957702786e+00 7.047515587436224678e+02 3.297577544232020728e+02 8.970300134506974388e-01 6.023827350836055530e+02 3.034156277565787718e+02 2.624851509776983338e+00
1.142400026321411133e+01 1.344448089599609375e+00 6.802138690081748109e+02 2.195336195214212012e+02 1.971350367301604178e+00 7.047641313787090667e+02 3.297297454808170869e+02 9.013211318964282626e-01 6.024327495438568576e+02 3.034466500425689901e+02 2.630411451008070944e+00
1.279234433174133301e+01 1.467188835144042969e+00 6.802510841019509371e+02 2.195620840568638528e+02 1.974003851769173812e+00 7.048222873625683178e+02 3.297775433496787514e+02 9.020531217434251126e-01 6.024465243034248942e+02 3.034124281277742057e+02 2.625501002626998925e+00
1.419219350814819336e+01 1.607478380203247070e+00 6.803145654572340391e+02 2.194311876839371962e+02 1.975715347950425693e+00 7.048298467524056150e+02 3.297502994152656584e+02 8.919378954000203308e-01 6.024479929556954403e+02 3.034296550105133292e+02 2.631693937229226510e+00
1.555468392372131348e+01 1.725473165512084961e+00 6.803012215159739071e+02 2.194610697680089970e+02 1.978175518331292571e+00 7.048434422985866377e+02 3.297992733224621702e+02 8.960699599198100884e-01 6.024487164500441168e+02 3.034003103181705114e+02 2.633866924463092563e+00
1.692325377464294434e+01 1.791707992553710938e+00 6.802915866591837357e+02 2.194861493770414995e+02 1.975501138176341209e+00 7.047866865465044839e+02 3.297739171077495826e+02 8.900544517962640789e-01 6.024736696348777514e+02 3.034308639070328582e+02 2.638347483080048406e+00
1.832718181610107422e+01 1.882808685302734375e+00 6.802619511786059547e+02 2.194782729306022588e+02 1.970186387025782748e+00 7.047938319275200456e+02 3.296932332624244850e+02 9.055095403440320823e-01 6.023653759062418658e+02 3.034140324221314131e+02 2.634013731014621218e+00
1.973030734062194824e+01 1.997779846191406250e+00 6.802492511570587794e+02 2.194784323903895711e+02 1.972577515635379308e+00 7.048094700957198029e+02 3.297219734755537388e+02 9.003746533290581944e-01 6.024006512153767972e+02 3.034061341231869164e+02 2.634876326674851832e+00
2.113381385803222656e+01 2.116839170455932617e+00 6.803277156269856505e+02 2.194590640679037392e+02 1.978544408039510705e+00 7.048822950069533135e+02 3.297353128442331922e+02 8.987285798648185775e-01 6.024523445288446055e+02 3.034329743199569407e+02 2.642920677902605764e+00
2.252504658699035645e+01 2.227222919464111328e+00 6.803174852213961685e+02 2.194695680224756416e+02 1.972439461566217522e+00 7.048785954311334763e+02 3.297797072257874902e+02 8.984384905185187620e-01 6.023391073097119488e+02 3.034187096348593400e+02 2.640298255807623118e+00
2.392801332473754883e+01 2.304080724716186523e+00 6.805403442401940310e+02 2.199203730411695688e+02 1.815954138216306246e+00 7.073983689529841286e+02 3.343273581499802276e+02 7.629334274115691095e-01 6.013427583272017500e+02 3.031374289648890112e+02 2.844154626734043401e+00
2.532806944847106934e+01 2.398280620574951172e+00 6.812130388672953814e+02 2.197050454851945460e+02 1.424772552890185784e+00 7.104867007439779627e+02 3.399011348413124551e+02 5.968531862292287826e-01 6.030967400621868819e+02 3.033330607761764668e+02 3.199496254938244633e+00
2.672336053848266602e+01 2.493110179901123047e+00 6.811625911208802790e+02 2.205931451429058825e+02 1.353778618458164607e+00 7.104748349117543285e+02 3.398712976889967194e+02 5.919931679857555196e-01 6.042551038489349367e+02 3.034821205561036095e+02 3.233671312117366359e+00
2.812636804580688477e+01 2.607147932052612305e+00 6.812355028888540573e+02 2.208919794624489441e+02 1.323947913312072400e+00 7.105889493860670427e+02 3.399263503601094385e+02 5.924296632546539598e-01 6.042761196886149264e+02 3.034588296109525913e+02 3.239058442829798601e+00
2.952970218658447266e+01 2.719831466674804688e+00 6.812819888987545482e+02 2.209973207549660970e+02 1.332052838960441354e+00 7.105813684538467214e+02 3.398484220514603180e+02 5.958897188332872297e-01 6.042659242112580387e+02 3.034286435642421225e+02 3.234394124058540321e+00
3.092808675765991211e+01 2.799823999404907227e+00 6.813164451633017507e+02 2.210637767945920586e+02 1.338303788942664552e+00 7.105215335211622687e+02 3.398826290340342098e+02 5.985804141945769707e-01 6.042744129744228303e+02 3.034499323658498042e+02 3.230914951618663711e+00
3.232636928558349609e+01 2.896484136581420898e+00 6.813199896251487644e+02 2.210701404688717844e+02 1.343980984182729488e+00 7.104856015779315612e+02 3.398728012939690757e+02 6.002790265828292782e-01 6.042458446232969891e+02 3.034584477998679404e+02 3.237739662109698102e+00
3.372771191596984863e+01 3.014605760574340820e+00 6.769075048764269695e+02 2.264655742298577934e+02 1.733796004605811403e+00 7.087793672532947085e+02 3.323531574758122815e+02 8.676835237286431024e-01 6.077648666022646466e+02 3.005036238023648139e+02 3.058629559569847167e+00
3.512636780738830566e+01 3.114578247070312500e+00 6.730927335723489477e+02 2.292695226428528485e+02 1.968456909344214578e+00 7.016598728195675676e+02 3.244059511966577247e+02 8.471962474080738659e-01 6.107431983029230196e+02 2.980028022575639852e+02 2.907039345160582045e+00
3.652490997314453125e+01 3.239193201065063477e+00 6.705052297413626547e+02 2.283602350046623997e+02 2.189517527955898046e+00 7.009299642562895087e+02 3.234537461196578647e+02 7.981966272064151546e-01 6.111791904929028760e+02 2.981874049205878805e+02 2.913419461105731578e+00
3.792539238929748535e+01 3.315011739730834961e+00 6.682903870388790892e+02 2.276183747013562879e+02 2.319240902370671265e+00 7.008580978269369552e+02 3.235138222949610167e+02 7.993898471924354432e-01 6.110509529458665838e+02 2.981887725929616977e+02 2.903401498653896073e+00
3.932808232307434082e+01 3.403031826019287109e+00 6.676471520951189405e+02 2.274274774120139000e+02 2.356966907324789418e+00 7.007597755572003280e+02 3.234321512778209922e+02 8.034706250687446705e-01 6.111115897557012886e+02 2.981734113635333756e+02 2.902758704967129511e+00
4.072626614570617676e+01 3.512253046035766602e+00 6.676141865149572823e+02 2.274104099964907277e+02 2.362132866355883376e+00 7.007860758830345276e+02 3.234395776638843358e+02 8.018713365610721233e-01 6.110934288262527616e+02 2.981462942442989288e+02 2.900905108737890092e+00
4.212745308876037598e+01 3.628889560699462891e+00 6.676009092474272393e+02 2.273996133525345726e+02 2.362858274949128923e+00 7.007191777710336282e+02 3.233642856604198528e+02 7.987653635878264602e-01 6.111019315201848485e+02 2.981799560379753302e+02 2.905776293335988303e+00
4.352558040618896484e+01 3.737807512283325195e+00 6.671404409386262842e+02 2.272373535188260121e+02 2.372068814050427576e+00 7.019673437364219808e+02 3.242907235218518167e+02 8.862344797089303228e-01 6.111294584829073528e+02 2.981381831797633595e+02 2.901591656845589284e+00
4.488579607009887695e+01 3.819688796997070312e+00 6.671338910492892182e+02 2.271536162627483009e+02 2.375539904093860066e+00 7.019094502097462964e+02 3.243292179970403595e+02 8.748611636317642493e-01 6.123749798830765485e+02 2.983663676485759311e+02 2.929435867431244844e+00
4.625968623161315918e+01 3.905571460723876953e+00 6.674825930197533808e+02 2.229777510868028401e+02 2.289642794435480244e+00 7.019090913555201041e+02 3.260496135572423100e+02 9.142733639423532566e-01 6.141568832365435355e+02 2.992386861404669389e+02 2.912065105424834766e+00
4.766174554824829102e+01 4.007787227630615234e+00 6.678976108800081875e+02 2.180077228769631006e+02 2.187409834280298337e+00 7.018933342027223716e+02 3.262218160022521261e+02 9.164640498744218711e-01 6.142437462074959740e+02 2.993571871170578902e+02 2.920517609711856366e+00
4.906048083305358887e+01 4.109269380569458008e+00 6.727125345681348563e+02 2.176751902373096073e+02 2.253414956010157066e+00 7.024328706422591040e+02 3.214996203351802819e+02 8.152240007305970870e-01 6.049087352468268364e+02 3.022059702954838372e+02 2.825140924649882646e+00
5.045959711074829102e+01 4.219921588897705078e+00 6.734987080496606495e+02 2.179372211844034268e+02 2.243226093821444778e+00 7.023615502541944124e+02 3.198567630822406613e+02 7.690297342925074275e-01 5.947302009168652148e+02 3.053121731164977177e+02 2.721145881979718073e+00
5.185667586326599121e+01 4.321135520935058594e+00 6.738935171386322054e+02 2.179821108501100184e+02 2.215182284692587711e+00 7.023684237001596102e+02 3.198444910510486920e+02 7.741649091228790525e-01 5.854198627186747217e+02 3.081534268607312015e+02 2.626021280852776751e+00
5.326121306419372559e+01 4.414949178695678711e+00 6.740345829896333498e+02 2.180967923745409962e+02 2.216234449730966283e+00 7.023154269028054841e+02 3.199224974810612139e+02 7.686634906004425893e-01 5.848817331299889020e+02 3.083424874518050842e+02 2.601517239378900559e+00
5.465510249137878418e+01 4.532706737518310547e+00 6.757187467208495946e+02 2.212797293398519685e+02 1.937221493665370442e+00 7.023356932252332854e+02 3.199503941046159525e+02 7.730640693002386321e-01 5.869645286419805643e+02 3.100863604473846635e+02 2.842682101788665872e+00
5.602893400192260742e+01 4.636473178863525391e+00 6.772028100691244390e+02 2.240844923225317871e+02 1.691358877035011865e+00 7.026916907945882258e+02 3.199624840448227019e+02 7.829031831069115377e-01 5.952811340121787680e+02 3.114043282605179002e+02 3.213749887775919412e+00
5.739466857910156250e+01 4.735149145126342773e+00 6.675763529596382568e+02 2.321293315465431419e+02 1.534781063680689783e+00 7.125152197686959425e+02 3.281301772338616161e+02 8.052362856337791364e-01 6.024100066705789231e+02 3.020085427556421109e+02 3.330378511796779240e+00
5.879509091377258301e+01 4.831504821777343750e+00 6.670068719171581506e+02 2.331071808088359489e+02 1.572965671349630057e+00 7.221077559986404140e+02 3.361058133863516559e+02 8.270442423956212430e-01 6.025947023537262339e+02 3.019294992092400776e+02 3.300587563848071060e+00
6.020024204254150391e+01 4.925125598907470703e+00 6.693538564795039747e+02 2.309435357163148694e+02 1.713195139052684945e+00 7.221228727873068465e+02 3.363603692331536763e+02 8.083467465706939414e-01 6.023610202157710773e+02 3.024938798614102780e+02 3.228536091970242161e+00
6.159389853477478027e+01 5.032470941543579102e+00 6.720449029515547181e+02 2.284627058095433370e+02 1.873981886607032354e+00 7.221356923130863379e+02 3.363419347681935960e+02 8.035374102659194051e-01 5.968228473379374464e+02 3.042074535135469091e+02 2.959148581767365283e+00
6.299965858459472656e+01 5.134708881378173828e+00 6.746079116536114952e+02 2.260999117420990387e+02 2.027118533423528657e+00 7.175823755133252462e+02 3.325021355770646778e+02 5.610570767767838474e-01 5.915481761545127029e+02 3.058394967456708855e+02 2.702578306951840759e+00
6.439504075050354004e+01 5.246028184890747070e+00 6.746053246666166388e+02 2.260694815760916185e+02 2.029240451842021287e+00 7.126246068450446955e+02 3.283212632680554179e+02 2.970382410766791992e-01 5.914623638829550600e+02 3.058272014668998509e+02 2.698765428108735875e+00
6.579568457603454590e+01 5.329950809478759766e+00 6.745954164494178258e+02 2.260726510127686311e+02 2.029577117118571472e+00 7.124808679691554971e+02 3.283441275906672558e+02 2.960014545335956093e-01 5.914884074475370426e+02 3.058418237968464268e+02 2.707988016483724447e+00
6.719662809371948242e+01 5.417244434356689453e+00 6.746284456579837752e+02 2.260622234777321751e+02 2.027110187520776652e+00 7.125491879220206783e+02 3.283876002434150223e+02 2.989003803409833182e-01 5.914644183112867495e+02 3.058295016953985623e+02 2.702293339002313388e+00
6.859799981117248535e+01 5.531166791915893555e+00 6.746285902068733549e+02 2.260711065989800659e+02 2.030934360759879986e+00 7.125320796900841742e+02 3.283996061743018799e+02 2.867066375228115582e-01 5.915720721160746507e+02 3.058724867003704162e+02 2.708854373283015260e+00
7.000348091125488281e+01 5.637107610702514648e+00 6.742987479033457703e+02 2.259381082246895858e+02 2.032352346856097114e+00 7.149249691204217925e+02 3.305790674137798533e+02 4.257933033047677229e-01 5.915334726912819860e+02 3.058256490696691117e+02 2.701799356466005886e+00
